LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE
"Syuchatar, Kathmandu",20500000,1026.75,13,south,2.5,6.0,3.0,13.0
"Budhanilkantha, Kathmandu",45000000,2395.75,20,east,2.5,5.0,,19.0
"Khadka Gaun, Kathmandu",23000000,1369.0,13,north-west,2.5,4.0,,4.0
"Mandikhatar, Kathmandu",45000000,1711.25,18,east,2.5,6.0,4.0,10.0
"Bhaisepati, Lalitpur",24000000,1026.75,12,west,2.5,4.0,3.0,19.0
"Nakkhu, Lalitpur",32500000,1369.0,13,south-west,3.0,7.0,4.0,10.0
"Nakhipot, Lalitpur",80000000,2395.75,20,west,3.0,8.0,6.0,13.0
"Mahadevsthan, Kathmandu",10500000,1026.75,10,east,1.0,2.0,1.0,19.0
"Hattiban, Lalitpur",21100000,1369.0,13,south,2.0,3.0,3.0,4.0
"Kapan Gumba, Kathmandu",14000000,1095.2,13,east,2.5,3.0,2.0,10.0
"Narayantar, Kathmandu",27500000,1437.45,16,east,2.5,3.0,4.0,13.0
"Thaiba, Lalitpur",48500000,2053.5,20,east-north,2.5,4.0,4.0,9.0
"Dhumbarahi, Kathmandu",130000000,5476.0,15,east-south,2.5,4.0,5.0,13.0
"Kapan, Kathmandu",,1437.45,15,south,2.5,5.0,5.0,4.0
"Narephat, Kathmandu",38500000,2053.5,13,west,2.5,6.0,4.0,10.0
"Sanobharyang, Kathmandu",18500000,1745.475,12,south,2.5,7.0,3.0,13.0
"Sitapaila, Kathmandu",70000000,2224.625,14,south,2.0,5.0,3.0,19.0
"Chandol, Kathmandu",46000000,2053.5,18,north,2.0,5.0,3.0,7.0
"Budhanilkantha, Kathmandu",115000000,2943.35,13,south,2.5,7.0,5.0,11.0
"Bhaisepati, Lalitpur",37500000,1369.0,16,north-west,2.5,6.0,6.0,21.0
"Imadol, Lalitpur",24000000,1369.0,14,east,2.5,4.0,4.0,4.0
"Ekantakuna, Lalitpur",,1369.0,18,east-south,2.5,3.0,4.0,7.0
"Kusunti, Lalitpur",,1471.675,20,east-south,2.5,4.0,4.0,5.0
"Narayanthan , Kathmandu",80000000,3764.75,14,east-south,2.5,6.0,3.0,5.0
"Naxal, Kathmandu",135000000,5818.25,16,south,2.5,5.0,5.0,21.0
"Dhapasi, Kathmandu",33000000,2053.5,20,south,2.5,6.0,4.0,29.0
"Hepali Height, Kathmandu",33000000,1369.0,14,north,2.5,6.0,4.0,27.0
"Sitapaila, Kathmandu",24000000,1437.45,16,north,2.5,4.0,4.0,5.0
"Bafal, Kathmandu",46000000,1779.7,13,south,3.5,7.0,4.0,7.0
"Makalbari, Kathmandu",17000000,752.95,12,east-north,3.5,6.0,5.0,11.0
"Karyabinayak, Lalitpur",32500000,1369.0,20,west,2.5,4.0,5.0,21.0
"Bojepokhari, Lalitpur",30000000,2053.5,12,east-south,2.5,,,22.0
"Syuchatar, Kathmandu",29500000,1369.0,20,north,3.5,7.0,,21.0
"Hattiban, Lalitpur",26500000,1369.0,20,east-south,2.5,,,11.0
"Mulpani, Kathmandu",22500000,1403.225,14,south-east,3.0,4.0,5.0,6.0
"Narayanthan , Kathmandu",45000000,2053.5,18,west,2.0,4.0,4.0,5.0
"Bhaisepati, Lalitpur",28500000,1369.0,18,south-east,2.5,4.0,4.0,23.0
"Bhaisepati, Lalitpur",25000000,1095.2,20,north,2.5,4.0,4.0,21.0
"Budhanilkantha, Kathmandu",80000000,2224.625,12,north,2.0,4.0,,7.0
"Bhaisepati, Lalitpur",,2121.9500000000003,20,north,2.5,4.0,5.0,7.0
"Tokha, Kathmandu",,2395.75,20,south,2.5,4.0,4.0,7.0
"Budhanilkantha, Kathmandu",47000000,2053.5,12,south-west,2.5,5.0,,5.0
"Ram Mandir, Kathmandu",27200000,1437.45,13,south-west,2.5,6.0,3.0,5.0
"Katunje, Bhaktapur",23500000,,20,east,3.5,8.0,4.0,21.0
"Chandol, Kathmandu",35000000,1369.0,15,west,2.5,4.0,,29.0
"Chandol, Kathmandu",,1129.425,22,west,3.5,8.0,4.0,21.0
"Sukedhara, Kathmandu",40000000,2053.5,12,west,2.5,5.0,3.0,21.0
"Dhumbarahi, Kathmandu",62500000,1882.375,12,east,3.0,7.0,4.0,29.0
"Dhungedhara, Kathmandu",26000000,1095.2,12,south,3.0,7.0,4.0,9.0
"Kuleshwor, Kathmandu",22500000,752.95,18,east,2.5,5.0,4.0,11.0
"Thankot, Kathmandu",16000000,1437.45,13,west,2.5,4.0,4.0,11.0
"Lolang, Kathmandu",16500000,1060.9750000000001,12,west,2.5,4.0,4.0,22.0
"Imadol, Lalitpur",17000000,752.95,13,east,2.5,3.0,3.0,21.0
"Golfutar, Kathmandu",40000000,1779.7,13,south,3.0,5.0,5.0,11.0
"Nakkhu, Lalitpur",,1095.2,20,west,2.5,4.0,4.0,6.0
"Ekantakuna, Lalitpur",,1026.75,13,north,2.5,3.0,2.0,23.0
"Gwarko, Lalitpur",19500000,1369.0,15,north-west,2.0,5.0,3.0,4.0
"Golfutar, Kathmandu",37000000,1369.0,20,south-east,2.5,5.0,4.0,6.0
"Thankot, Kathmandu",15000000,1026.75,13,east,2.5,4.0,4.0,16.0
"Dhapasi, Kathmandu",28500000,1369.0,12,north,2.5,5.0,4.0,13.0
"Imadol, Lalitpur",19000000,1095.2,13,north,2.5,4.0,4.0,5.0
"Dhapasi, Kathmandu",32000000,1711.25,13,east,2.5,3.0,3.0,5.0
"Rudreshwor, Kathmandu",42000000,2464.2000000000003,14,south,2.5,5.0,5.0,5.0
"Bhaisepati, Lalitpur",,1779.7,20,south-east,2.5,4.0,4.0,5.0
"Narayanthan , Kathmandu",47500000,2053.5,18,south,2.5,5.0,6.0,7.0
"Deuwa chowk, Kathmandu",32500000,1403.225,14,south-west,2.5,5.0,5.0,5.0
"Gopikrishna Hall, Kathmandu",180000000,3080.25,18,,6.0,,,11.0
"Pepsicola, Kathmandu",33000000,1129.425,20,east-south,2.5,4.0,3.0,5.0
"Baluwatar, Kathmandu",55000000,1711.25,13,east-south,2.5,4.0,4.0,4.0
"Rudreshwor, Kathmandu",37500000,1711.25,18,north-west,2.5,7.0,3.0,11.0
"Bhaisepati, Lalitpur",38000000,1369.0,20,north,2.5,4.0,4.0,6.0
"Sudal, Bhaktapur",75000000,1026.75,10,north,1.0,2.0,1.0,19.0
"Gothatar, Kathmandu",18500000,1026.75,12,south,3.0,,,19.0
"Bhaisepati, Lalitpur",24500000,1095.2,20,east,2.5,4.0,5.0,16.0
"Golfutar, Kathmandu",27000000,1369.0,13,east-south,2.5,5.0,4.0,13.0
"Liwali, Bhaktapur",35000000,2464.2000000000003,13,east,2.5,3.0,2.0,5.0
"Imadol, Lalitpur",18500000,1026.75,14,east,2.5,4.0,4.0,11.0
"Nakkhu, Lalitpur",26500000,1095.2,20,north,2.5,4.0,5.0,18.0
"Imadol, Lalitpur",16000000,1026.75,13,north,2.5,7.0,4.0,11.0
"Hattigaunda, Kathmandu",23000000,1026.75,13,east,2.5,4.0,4.0,4.0
"Patitar, Kathmandu",67000000,3114.475,20,east-north,3.5,,,21.0
"Kusunti, Lalitpur",26500000,1026.75,12,east,2.5,4.0,3.0,21.0
"Hattidanda, Kathmandu",26500000,1779.7,13,east-south,3.5,7.0,3.0,4.0
"Dholahiti, Lalitpur",27500000,1369.0,20,west,2.5,4.0,4.0,4.0
"Imadol, Lalitpur",19000000,1026.75,13,east,2.5,4.0,3.0,16.0
"Shantinagar, Kathmandu",39000000,1026.75,30,south,3.5,10.0,4.0,13.0
"Bafal, Kathmandu",25500000,1437.45,13,east,2.5,4.0,4.0,5.0
"Dhungedhara, Kathmandu",28000000,1095.2,12,south,2.5,5.0,4.0,5.0
"Thankot, Kathmandu",10500000,1026.75,5,west,2.5,7.0,4.0,5.0
"Thankot, Kathmandu",11500000,1026.75,13,north,1.0,3.0,3.0,5.0
"Baniyatar, Kathmandu",18500000,752.95,10,west,2.5,4.0,4.0,5.0
"Sanagaun, Lalitpur",,1026.75,10,west,2.5,5.0,4.0,5.0
"Sanagaun, Lalitpur",,1060.9750000000001,13,west,2.0,7.0,4.0,5.0
"Thecho, Lalitpur",,2087.725,13,north,2.0,3.0,3.0,8.0
"Kalanki, Kathmandu",42500000,2738.0,12,east,3.0,5.0,3.0,6.0
"Bafal, Kathmandu",30000000,1369.0,14,west,2.5,6.0,4.0,19.0
"Banasthali, Kathmandu",30000000,1369.0,32,east,3.0,5.0,4.0,19.0
"Ramkot, Kathmandu",15500000,1369.0,20,north,2.0,4.0,2.0,16.0
"Ramkot, Kathmandu",17500000,1711.25,20,north,2.0,4.0,2.0,13.0
"Khusibu, Kathmandu",41000000,1437.45,20,east,3.5,7.0,7.0,16.0
"Hattiban, Lalitpur",21500000,1369.0,13,north,2.5,6.0,4.0,4.0
"Hattiban, Lalitpur",21000000,1369.0,13,north,2.5,5.0,4.0,4.0
"Swoyambhu, Kathmandu",,1711.25,13,east,3.5,12.0,5.0,6.0
"Bhaisepati, Lalitpur",35000000,1711.25,15,north,2.5,4.0,5.0,13.0
"Shovahiti, Lalitpur",25000000,1437.45,10,south,1.0,2.0,1.0,8.0
"Basantanagar, Kathmandu",13000000,1095.2,13,east,1.0,2.0,1.0,12.0
"Budhanilkantha, Kathmandu",41500000,1745.475,13,north-west,2.5,6.0,6.0,5.0
"Mandikhatar, Kathmandu",70000000,4449.25,16,north,2.5,4.0,4.0,11.0
"Grande Villa, Kathmandu",26000000,1369.0,26,north,2.5,4.0,3.0,11.0
"Grande Villa, Kathmandu",28000000,1369.0,26,east,2.5,6.0,3.0,11.0
"Grande Villa, Kathmandu",19000000,1026.75,12,north,2.5,4.0,4.0,5.0
"Deuwa chowk, Kathmandu",36000000,2053.5,14,east,2.5,6.0,4.0,5.0
"Hattigaunda, Kathmandu",34500000,1711.25,14,east,2.5,4.0,5.0,16.0
"Gwarko, Lalitpur",30000000,1437.45,13,south,2.5,5.0,4.0,4.0
"Dhapasi, Kathmandu",50000000,3798.975,12,east,2.5,7.0,5.0,7.0
"Baluwatar, Kathmandu",,1779.7,18,,2.5,5.0,5.0,5.0
"Hattigaunda, Kathmandu",31000000,1026.75,13,north-west,3.5,5.0,5.0,11.0
"Narayanthan , Kathmandu",67500000,4107.0,18,north,2.5,4.0,4.0,11.0
"Kalanki, Kathmandu",29000000,1403.225,10,south,2.5,5.0,4.0,6.0
"Grande Hospital, Kathmandu",28000000,1471.675,12,south,2.5,5.0,5.0,7.0
"Bhaisepati, Lalitpur",,2053.5,18,south,2.5,4.0,5.0,5.0
"Pasikot, Kathmandu",,2121.9500000000003,20,east-south,2.5,5.0,5.0,11.0
"Budhanilkantha, Kathmandu",55000000,3080.25,12,north-west,2.5,4.0,4.0,5.0
"Hattigaunda, Kathmandu",32500000,1745.475,12,north,2.5,6.0,4.0,7.0
"Thulobharyang, Kathmandu",39500000,2395.75,13,north,2.5,7.0,5.0,6.0
"Golfutar, Kathmandu",35000000,1369.0,14,east,2.5,5.0,5.0,5.0
"New Buspark, Kathmandu",26000000,1026.75,13,east,2.5,4.0,4.0,19.0
"Mahadevsthan, Kathmandu",98000000,1026.75,13,north,1.0,2.0,1.0,16.0
"Hepali Height, Kathmandu",22500000,1369.0,13,south,2.5,3.0,2.0,13.0
"Nakkhu, Lalitpur",28000000,1369.0,20,east,2.5,4.0,5.0,5.0
"Imadol, Lalitpur",18500000,1026.75,14,east,2.5,4.0,4.0,4.0
"Basantanagar, Kathmandu",100000000,2738.0,20,,5.5,10.0,8.0,12.0
"Sitapaila, Kathmandu",25000000,1403.225,13,,2.5,4.0,4.0,19.0
"Kapan, Kathmandu",36000000,2395.75,13,south,2.5,6.0,4.0,13.0
"Mulpani, Kathmandu",12500000,855.625,10,east-south,2.5,4.0,3.0,4.0
"Taukhel, Lalitpur",25000000,1369.0,26,east,2.5,3.0,4.0,16.0
"Gothatar, Kathmandu",23000000,1060.9750000000001,13,west,2.5,6.0,4.0,6.0
"Balambu, Kathmandu",18000000,1060.9750000000001,13,east,2.5,5.0,3.0,6.0
"Kalanki, Kathmandu",21800000,1369.0,12,north,3.5,7.0,4.0,17.0
"Bhaisepati, Lalitpur",25000000,1369.0,13,east,2.5,6.0,4.0,16.0
"Khadka Gaun, Kathmandu",21500000,1369.0,16,west,2.5,5.0,3.0,5.0
"Bhutkhel , Kathmandu",18000000,1026.75,10,south,2.5,5.0,2.0,25.0
"Chyasal, Lalitpur",24000000,1026.75,13,west,4.0,7.0,4.0,15.0
"Thulobharyang, Kathmandu",24000000,1095.2,16,west,2.0,5.0,2.0,21.0
"Dhapakhel, Lalitpur",14500000,752.95,20,east,2.5,3.0,3.0,15.0
"Hattigaunda, Kathmandu",31500000,1779.7,14,north,2.5,5.0,5.0,10.0
"Panipokhari, Kathmandu",54000000,1779.7,20,east,3.0,4.0,5.0,4.0
"Kapan, Kathmandu",21000000,1369.0,14,east,2.5,6.0,,11.0
"Kamitar, Kathmandu",17000000,1026.75,12,west,2.5,,,7.0
"Ichangu Narayan, Kathmandu",29000000,1711.25,12,east,3.0,4.0,5.0,8.0
"Budhanilkantha, Kathmandu",58000000,4107.0,12,,2.5,5.0,,14.0
"Manabahadur Marga, Kathmandu",27000000,1369.0,13,north,2.5,5.0,4.0,16.0
"Budhanilkantha, Kathmandu",57500000,2395.75,20,south,2.5,4.0,5.0,6.0
"Bhaisepati, Lalitpur",,1369.0,13,south,2.5,4.0,4.0,7.0
"Hepali Height, Kathmandu",27000000,1369.0,12,east,2.5,5.0,,6.0
"Budhanilkantha, Kathmandu",44500000,1711.25,12,west,2.5,6.0,4.0,5.0
"Bansbari, Kathmandu",45000000,2738.0,20,east,2.5,6.0,4.0,5.0
"Kavresthali, Kathmandu",15500000,1369.0,10,north,1.5,3.0,2.0,25.0
"Goldhunga, Kathmandu",18500000,1369.0,26,east,2.0,4.0,4.0,16.0
"Thankot, Kathmandu",30000000,1369.0,13,east,3.5,5.0,5.0,15.0
"Nakhipot, Lalitpur",25000000,1437.45,20,north,2.5,5.0,3.0,4.0
"Thankot, Kathmandu",19000000,1369.0,16,north,2.0,4.0,2.0,12.0
"Mitrapark, Kathmandu",49000000,1471.675,30,south-west,4.5,6.0,6.0,6.0
"Gongabu, Kathmandu",35000000,1437.45,20,west,3.5,5.0,4.0,19.0
"Imadol, Lalitpur",32500000,1745.475,13,east,2.5,6.0,5.0,4.0
"Gyaneshwor, Kathmandu",35000000,2053.5,15,south,3.5,4.0,4.0,8.0
"Narayanthan , Kathmandu",67500000,4107.0,12,east,2.5,4.0,4.0,16.0
"Syuchatar, Kathmandu",24500000,1369.0,13,east,2.5,4.0,4.0,15.0
"Syuchatar, Kathmandu",22000000,1129.425,13,north,3.5,5.0,4.0,21.0
"Shankhamul, Kathmandu",55500000,1369.0,15,south,4.5,6.0,5.0,15.0
"Jawalakhel, Lalitpur",90000000,2395.75,16,north,3.0,4.0,4.0,16.0
"Manabahadur Marga, Kathmandu",27000000,1369.0,13,north,2.5,5.0,4.0,8.0
"Bansbari, Kathmandu",38000000,1095.2,18,east,2.5,6.0,4.0,6.0
 undefined,24500000,1026.75,16,,3.0,5.0,5.0,15.0
"Banasthali, Kathmandu",20000000,1095.2,8,north,2.5,5.0,3.0,11.0
"Tikathali, Lalitpur",16000000,1026.75,13,west,2.5,5.0,4.0,6.0
"Thankot, Kathmandu",32500000,1711.25,16,east,2.5,4.0,4.0,19.0
"Thankot, Kathmandu",16000000,1369.0,16,south,2.5,6.0,4.0,11.0
"Thankot, Kathmandu",16000000,1060.9750000000001,13,west,2.5,5.0,2.0,11.0
"Siddhartha Colony, Kathmandu",70000000,3080.25,12,south,4.0,9.0,5.0,12.0
"Chapali, Kathmandu",29500000,1129.425,13,east,3.0,7.0,3.0,15.0
"Kalanki, Kathmandu",22000000,1369.0,14,east,2.0,5.0,3.0,5.0
"Bafal, Kathmandu",31000000,1129.425,15,east-north,2.5,5.0,3.0,5.0
"Lubhu, Lalitpur",18500000,1711.25,13,south,2.5,4.0,3.0,5.0
"Nagarjun, Kathmandu",22500000,1403.225,22,east-south,2.5,6.0,3.0,5.0
"Kumarigal, Kathmandu",35000000,2121.9500000000003,10,west,3.0,4.0,4.0,5.0
"Tenzing Chowk, Kathmandu",29000000,1369.0,13,west,3.0,6.0,5.0,4.0
"Naya Basti, Kathmandu",19000000,1369.0,12,east,2.0,5.0,4.0,4.0
"Bhaisepati, Lalitpur",22000000,1403.225,20,north,2.5,3.0,4.0,6.0
"Bhaisepati, Lalitpur",21000000,1026.75,12,east-north,2.5,5.0,5.0,15.0
"Sitapaila, Kathmandu",34500000,1437.45,15,south,2.5,4.0,3.0,5.0
"Bhangal , Kathmandu",35000000,1711.25,14,east-south,,3.0,,5.0
"Katyani Chowk, Kathmandu",33000000,1369.0,8,west,3.5,7.0,4.0,5.0
"Jarankhu, Kathmandu",78000000,1060.9750000000001,8,west,1.0,,,21.0
"Jarankhu, Kathmandu",12000000,1026.75,8,east,1.0,2.0,1.0,7.0
"Mulpani, Kathmandu",12000000,1026.75,8,north,2.0,2.0,1.0,21.0
"Setipakha, Lalitpur",21000000,1711.25,16,east,3.0,5.0,3.0,7.0
"Basundhara, Kathmandu",26000000,1026.75,12,east,4.0,6.0,4.0,18.0
"Rudreshwor, Kathmandu",10500000,752.95,10,west,2.5,5.0,3.0,16.0
"Kapan, Kathmandu",,1711.25,8,south,2.5,3.0,3.0,21.0
"Pepsicola, Kathmandu",,1369.0,13,east,2.5,6.0,4.0,21.0
"Imadol, Lalitpur",18500000,1026.75,12,north,2.5,4.0,4.0,21.0
"Imadol, Lalitpur",16500000,1026.75,13,south,2.5,6.0,4.0,16.0
"Imadol, Lalitpur",25000000,1095.2,15,south,2.5,5.0,5.0,8.0
"Imadol, Lalitpur",22000000,1095.2,13,south,2.5,4.0,4.0,10.0
"Imadol, Lalitpur",21500000,1060.9750000000001,13,east,2.5,5.0,4.0,6.0
"Imadol, Lalitpur",24500000,1437.45,13,south,2.5,4.0,4.0,21.0
"Syuchatar, Kathmandu",20700000,1095.2,12,west,2.5,5.0,5.0,21.0
"Syuchatar, Kathmandu",22000000,1095.2,14,west,2.5,4.0,4.0,5.0
"Jarankhu, Kathmandu",2680000,752.95,13,east-north,2.5,4.0,4.0,21.0
"Lolang, Kathmandu",15500000,1060.9750000000001,12,south,2.5,4.0,3.0,6.0
"Thankot, Kathmandu",11500000,1060.9750000000001,13,east-south,1.0,3.0,1.0,5.0
"Tikathali, Lalitpur",98500000,752.95,16,west,1.0,,,6.0
"Panga, Kathmandu",52000000,3764.75,20,,5.0,,,11.0
"Duwakot, Bhaktapur",,1369.0,13,,1.0,,,5.0
"Imadol, Lalitpur",21500000,1060.9750000000001,13,south,2.5,4.0,3.0,5.0
"Satdobato, Lalitpur",,1403.225,13,south,2.5,6.0,3.0,5.0
"Imadol, Lalitpur",17500000,1026.75,13,east,2.5,5.0,5.0,5.0
"Imadol, Lalitpur",18500000,1026.75,12,north,2.5,5.0,3.0,21.0
"Imadol, Lalitpur",19800000,1060.9750000000001,13,east,2.5,5.0,4.0,7.0
"Bhatkepati, Kathmandu",17500000,1129.425,13,south,2.0,5.0,2.0,4.0
"Dhapasi, Kathmandu",32500000,1711.25,13,south,2.0,5.0,2.0,11.0
"New Baneshwor, Kathmandu",42500000,1369.0,13,north,2.5,4.0,4.0,5.0
"Tinkune, Kathmandu",50000000,3422.5,10,north,2.0,5.0,3.0,5.0
"Kadaghari, Kathmandu",12000000,1026.75,13,west,1.0,2.0,1.0,6.0
"Kalanki, Kathmandu",28000000,1437.45,13,east,2.5,4.0,4.0,14.0
"Dharmasthali, Kathmandu",24000000,1711.25,11,east-north,2.5,5.0,3.0,8.0
"Taulung, Kathmandu",42500000,2053.5,18,east-north,2.5,6.0,4.0,10.0
"Matatirtha, Kathmandu",33000000,1711.25,13,north,2.5,4.0,4.0,6.0
"Imadol, Lalitpur",20700000,1060.9750000000001,13,north,2.5,5.0,4.0,13.0
"Imadol, Lalitpur",18200000,1026.75,13,south,2.0,4.0,2.0,11.0
"Syuchatar, Kathmandu",22400000,1369.0,13,north,2.0,6.0,3.0,5.0
"Syuchatar, Kathmandu",24500000,1369.0,12,east-north,2.5,6.0,3.0,5.0
"Hattigaunda, Kathmandu",32500000,1711.25,12,west,2.5,7.0,3.0,5.0
"Budhanilkantha, Kathmandu",29900000,1026.75,10,north-east,3.0,4.0,3.0,5.0
"Ram Mandir, Kathmandu",26500000,855.625,10,west,2.5,5.0,3.0,13.0
"Thankot, Kathmandu",11500000,752.95,13,west,2.0,4.0,2.0,7.0
"Mahadevsthan, Kathmandu",11000000,752.95,10,west,1.5,2.0,1.0,5.0
"Mahadevsthan, Kathmandu",11500000,1095.2,15,west,1.5,2.0,1.0,11.0
"Thankot, Kathmandu",12000000,1095.2,15,south,1.5,4.0,3.0,5.0
"Katunje, Bhaktapur",14000000,752.95,15,east,2.5,4.0,4.0,7.0
"Katunje, Bhaktapur",13500000,1711.25,13,south,2.0,5.0,5.0,6.0
"Balkot, Bhaktapur",25000000,1129.425,20,north-east,2.5,6.0,4.0,5.0
"Khumaltar, Lalitpur",21000000,1437.45,13,north-east,2.5,3.0,3.0,11.0
"Mahadevsthan, Kathmandu",11500000,1026.75,13,west,1.5,5.0,4.0,11.0
"Chamati, Kathmandu",30000000,1437.45,12,west,3.5,6.0,6.0,10.0
"Kalimati, Kathmandu",50000000,1026.75,15,east,5.0,6.0,6.0,4.0
"Kalimati, Kathmandu",22500000,1026.75,20,west,2.0,4.0,4.0,2.0
"Ichangu Narayan, Kathmandu",29000000,1711.25,12,west,3.0,6.0,5.0,2.0
"Syuchatar, Kathmandu",28500000,1095.2,15,south,3.5,7.0,4.0,2.0
"Maitidevi, Kathmandu",46500000,1095.2,18,west,4.5,8.0,5.0,2.0
"Sitapaila, Kathmandu",27000000,1369.0,20,north,,,,22.0
"Hattigaunda, Kathmandu",31500000,1745.475,12,north,,,,3.0
"Budhanilkantha, Kathmandu",110000000,8898.5,15,east,,6.0,,3.0
"Grande Hospital, Kathmandu",24500000,1095.2,12,north,2.5,5.0,3.0,3.0
"Manamaiju, Kathmandu",22500000,1095.2,13,north,3.5,6.0,4.0,8.0
"Basundhara, Kathmandu",28500000,1060.9750000000001,10,west,2.5,7.0,4.0,2.0
"Samakhusi, Kathmandu",25000000,1026.75,10,south,2.5,6.0,4.0,2.0
"Panchetar, Kathmandu",15500000,1437.45,10,east,1.0,2.0,1.0,2.0
"Baluwakhani, Kathmandu",17000000,1129.425,13,north,3.5,8.0,4.0,8.0
"Imadol, Lalitpur",19000000,1026.75,13,north-east,2.5,4.0,3.0,3.0
"Dhungeadda, Kathmandu",16000000,1095.2,20,west,2.5,4.0,4.0,3.0
"Dhungeadda, Kathmandu",15500000,1026.75,20,east,2.5,5.0,5.0,2.0
"Dhungeadda, Kathmandu",16500000,1026.75,13,east,2.5,6.0,4.0,3.0
"Tinthana, Kathmandu",18000000,1026.75,20,north,2.5,3.0,3.0,2.0
"Dawadi Gaun, Kathmandu",19000000,1026.75,13,south,2.5,5.0,4.0,3.0
"Bafal, Kathmandu",22500000,1095.2,13,east,2.5,6.0,6.0,2.0
"Putalisadak, Kathmandu",50000000,1711.25,15,west,4.0,4.0,4.0,2.0
"Thankot, Kathmandu",12800000,1026.75,13,west,2.5,6.0,5.0,2.0
"Mahadevsthan, Kathmandu",12000000,1369.0,13,west,1.0,2.0,1.0,7.0
"Thankot, Kathmandu",9800000,1095.2,13,east,1.0,3.0,1.0,7.0
"Thankot, Kathmandu",17000000,1026.75,13,north,2.5,4.0,3.0,7.0
"Naxal, Kathmandu",100000000,4107.0,14,east,2.0,5.0,,7.0
"Chyasundole, Kathmandu",,1026.75,12,north-west,3.0,6.0,3.0,5.0
"Rudreshwor, Kathmandu",,1060.9750000000001,13,,,3.0,2.0,5.0
"Balaju, Kathmandu",260000000,6160.5,15,north,5.0,10.0,6.0,11.0
"Ratopool, Kathmandu",150000000,5133.75,20,west,6.5,12.0,7.0,5.0
"Bungamati, Lalitpur",25000000,1095.2,12,north-west,3.0,7.0,5.0,7.0
"Gothatar, Kathmandu",62500000,2395.75,14,west,3.5,6.0,8.0,6.0
"Bhaisepati, Lalitpur",38000000,1369.0,16,east-south,2.5,4.0,4.0,11.0
"Bhaisepati, Lalitpur",25500000,1437.45,12,east-south,3.0,4.0,4.0,11.0
"Naxal, Kathmandu",38000000,1369.0,15,east,2.5,5.0,6.0,21.0
"Pasikot, Kathmandu",55000000,2806.45,13,,2.5,,,12.0
"Sanepa, Lalitpur",97500000,5476.0,14,south,2.0,4.0,4.0,5.0
"Golfutar, Kathmandu",43000000,1779.7,12,east,2.5,5.0,5.0,11.0
"Samakhusi, Kathmandu",30000000,1369.0,12,east,2.5,6.0,6.0,11.0
"Bhaisepati, Lalitpur",27500000,1095.2,20,west,2.5,3.0,4.0,6.0
"Pasikot, Kathmandu",30000000,1779.7,20,east,2.5,4.0,5.0,12.0
"Nilopool, Kathmandu",26000000,1437.45,12,south-west,3.0,8.0,4.0,5.0
"Pasikot, Kathmandu",32000000,1882.375,14,east,3.0,4.0,6.0,11.0
"Shantinagar, Kathmandu",90000000,3456.725,12,south,,6.0,,5.0
"Hepali Height, Kathmandu",41000000,1711.25,14,west,3.0,6.0,3.0,5.0
"Baluwatar, Kathmandu",130000000,3422.5,16,north,2.0,4.0,4.0,5.0
"Budhanilkantha, Kathmandu",31000000,1437.45,18,west,2.5,5.0,5.0,13.0
"Dhapasi, Kathmandu",25000000,1437.45,20,north,2.5,11.0,5.0,11.0
"Baluwatar, Kathmandu",,2053.5,20,east,3.0,11.0,5.0,4.0
"Baluwatar, Kathmandu",70000000,1779.7,26,west,5.0,9.0,7.0,15.0
"Golfutar, Kathmandu",22000000,1026.75,26,west,2.5,3.0,4.0,11.0
"Maharajgunj, Kathmandu",,10952.0,0,south,,,,10.0
"Hattigaunda, Kathmandu",,1779.7,13,west,2.5,5.0,5.0,7.0
"Rudreshwor, Kathmandu",140000000,4107.0,0,north,,5.0,,5.0
"Italitar, Kathmandu",,1437.45,12,west,2.5,6.0,3.0,2.0
"Bhangal , Kathmandu",19000000,1026.75,10,east,2.5,6.0,4.0,11.0
"Chunikhel, Kathmandu",13000000,1197.875,13,east,1.0,2.0,1.0,5.0
"Kapan, Kathmandu",20000000,1471.675,13,north,2.5,5.0,4.0,23.0
"Gongabu, Kathmandu",18500000,1026.75,12,north-east,2.5,5.0,4.0,2.0
"Kapan, Kathmandu",12500000,1026.75,6,west,2.0,4.0,2.0,6.0
"Bhangal , Kathmandu",18000000,1369.0,13,west,2.0,4.0,2.0,2.0
"Chandol, Kathmandu",46000000,2156.1749999999997,13,west,2.5,5.0,3.0,3.0
"Chappal karkhana, Kathmandu",38500000,2395.75,12,west,3.5,7.0,4.0,7.0
"Sukedhara, Kathmandu",45000000,2053.5,12,south,2.5,4.0,3.0,4.0
"Dhapasi, Kathmandu",33000000,1711.25,12,east,2.5,4.0,4.0,3.0
"Bhaisepati, Lalitpur",28000000,1095.2,24,south,2.5,4.0,4.0,9.0
"Jaya Bageshwori, Kathmandu",57500000,1711.25,13,north-east,3.5,,,10.0
"Bhangal , Kathmandu",32000000,1711.25,12,north-east,3.0,5.0,5.0,4.0
"Bhangal , Kathmandu",19000000,752.95,10,west,3.0,6.0,4.0,2.0
"Swoyambhu, Kathmandu",24500000,1060.9750000000001,15,west,2.5,5.0,3.0,2.0
"Taulung, Kathmandu",38000000,2840.675,12,east,2.5,5.0,4.0,2.0
"Kapan, Kathmandu",27500000,1026.75,15,west,2.5,5.0,4.0,9.0
"Dhapasi, Kathmandu",47500000,2053.5,13,west,2.5,4.0,4.0,22.0
